lesson,source_file,pdf_page,source_heading,role,planned_anchor,chapter,status
b10,Lession_10_Data_Engineering_Transformation_Layer_2_Stream.pdf,35,"Three Options for Late Events / Three options, each with a different trade-off: / Let's look at how option 2 & 3 works in detail.",chapter material or chapter divider,b10/ch04,The missing event arrives after the result,planned; implementation and coverage review pending
b10,Lession_10_Data_Engineering_Transformation_Layer_2_Stream.pdf,36,Option 2: Allowed Lateness / Allowed Lateness keeps the window alive for an extra period after the Trigger fires - accepting / late events and re-emitting a corrected result.,chapter material or chapter divider,b10/ch04,The missing event arrives after the result,planned; implementation and coverage review pending
b10,Lession_10_Data_Engineering_Transformation_Layer_2_Stream.pdf,37,Allowed Lateness in Practice / Arrival time / e1 e2 e5 e3,chapter material or chapter divider,b10/ch04,The missing event arrives after the result,planned; implementation and coverage review pending
b10,Lession_10_Data_Engineering_Transformation_Layer_2_Stream.pdf,38,Option 3: Side Output / Side Output routes late events to a separate stream instead of dropping them. / What can you do with the side output stream?,chapter material or chapter divider,b10/ch04,The missing event arrives after the result,planned; implementation and coverage review pending
b10,Lession_10_Data_Engineering_Transformation_Layer_2_Stream.pdf,39,Side Output: What To Do With Late Events / The side output stream is a normal Flink stream - you can attach any processing logic to it. / Use Description,chapter material or chapter divider,b10/ch04,The missing event arrives after the result,planned; implementation and coverage review pending
b10,Lession_10_Data_Engineering_Transformation_Layer_2_Stream.pdf,40,"Choosing a Late Data Strategy / The right strategy depends on how much correctness your downstream system requires. / In production, most pipelines combine both: Allowed Lateness (short window, e.g. 30s) to",chapter material or chapter divider,b10/ch04,The missing event arrives after the result,planned; implementation and coverage review pending
b10,Lession_10_Data_Engineering_Transformation_Layer_2_Stream.pdf,41,Flink APIs / Process Function02/ / API Landscape01/,chapter material or chapter divider,b10/ch05,Several languages describe the flow,planned; implementation and coverage review pending
b10,Lession_10_Data_Engineering_Transformation_Layer_2_Stream.pdf,42,Flink API Landscape / Flink / SQL,chapter material or chapter divider,b10/ch05,Several languages describe the flow,planned; implementation and coverage review pending
b10,Lession_10_Data_Engineering_Transformation_Layer_2_Stream.pdf,43,"DataStream API Overview / The DataStream API is Flink’s core API for event-by-event processing. / Definition: A DataStream is a typed, possibly unbounded sequence of events.",chapter material or chapter divider,b10/ch05,Several languages describe the flow,planned; implementation and coverage review pending
b10,Lession_10_Data_Engineering_Transformation_Layer_2_Stream.pdf,44,From DataStream to Table API / DataStream approach: / Table API approach:,chapter material or chapter divider,b10/ch05,Several languages describe the flow,planned; implementation and coverage review pending
b10,Lession_10_Data_Engineering_Transformation_Layer_2_Stream.pdf,45,Table API Overview / The Table API treats streaming data as a continuously changing table. / Definition: A dynamic table is a table view over changing stream data.,chapter material or chapter divider,b10/ch05,Several languages describe the flow,planned; implementation and coverage review pending
b10,Lession_10_Data_Engineering_Transformation_Layer_2_Stream.pdf,46,Table API Code Example / ● CREATE TABLE defines the source schema. / ● WATERMARK FOR defines event-time,chapter material or chapter divider,b10/ch05,Several languages describe the flow,planned; implementation and coverage review pending
b10,Lession_10_Data_Engineering_Transformation_Layer_2_Stream.pdf,47,How Flink SQL Runs a Query / Flink SQL turns a SQL query into an executable distributed job. / ● The parser checks SQL syntax.,chapter material or chapter divider,b10/ch05,Several languages describe the flow,planned; implementation and coverage review pending
b10,Lession_10_Data_Engineering_Transformation_Layer_2_Stream.pdf,48,Flink SQL Window Functions / Flink SQL provides built-in window functions for common time-based aggregations. / Function Syntax Behavior Use case,chapter material or chapter divider,b10/ch05,Several languages describe the flow,planned; implementation and coverage review pending
b10,Lession_10_Data_Engineering_Transformation_Layer_2_Stream.pdf,49,Flink SQL Code Example / Code Example: / Note:,chapter material or chapter divider,b10/ch05,Several languages describe the flow,planned; implementation and coverage review pending
b10,Lession_10_Data_Engineering_Transformation_Layer_2_Stream.pdf,50,"API Interoperability / You can combine DataStream API, Table API, and SQL in the same Flink job. / ● Use DataStream for custom watermark logic.",chapter material or chapter divider,b10/ch05,Several languages describe the flow,planned; implementation and coverage review pending
b10,Lession_10_Data_Engineering_Transformation_Layer_2_Stream.pdf,51,State / Managemen / t & Fault,chapter material or chapter divider,b10/ch06,Each key carries a memory,planned; implementation and coverage review pending
b10,Lession_10_Data_Engineering_Transformation_Layer_2_Stream.pdf,52,State Basics,chapter material or chapter divider,b10/ch06,Each key carries a memory,planned; implementation and coverage review pending
b10,Lession_10_Data_Engineering_Transformation_Layer_2_Stream.pdf,53,"Why Streaming Jobs Need State / A stateless operator processes each event alone, but most real streaming tasks need memory / of past events.",chapter material or chapter divider,b10/ch06,Each key carries a memory,planned; implementation and coverage review pending
b10,Lession_10_Data_Engineering_Transformation_Layer_2_Stream.pdf,54,How Stateful Stream Processing Works / Input / Events Operator,chapter material or chapter divider,b10/ch06,Each key carries a memory,planned; implementation and coverage review pending
b10,Lession_10_Data_Engineering_Transformation_Layer_2_Stream.pdf,55,State Types,chapter material or chapter divider,b10/ch06,Each key carries a memory,planned; implementation and coverage review pending
b10,Lession_10_Data_Engineering_Transformation_Layer_2_Stream.pdf,56,Types of State: Keyed State / Keyed state is state stored separately for each key after keyBy() / ● Each key has its own independent state.,chapter material or chapter divider,b10/ch06,Each key carries a memory,planned; implementation and coverage review pending
b10,Lession_10_Data_Engineering_Transformation_Layer_2_Stream.pdf,57,"Types of State: Operator State / Operator state (not yet implemented in PyFlink) belongs to one operator instance, not to / individual keys. In the documentation, it is mentioned that this type is not used in most cases.",chapter material or chapter divider,b10/ch06,Each key carries a memory,planned; implementation and coverage review pending
b10,Lession_10_Data_Engineering_Transformation_Layer_2_Stream.pdf,58,Checkpoints / & Recovery,chapter material or chapter divider,b10/ch07,Recover a consistent past,planned; implementation and coverage review pending
b10,Lession_10_Data_Engineering_Transformation_Layer_2_Stream.pdf,59,Checkpointing Concept / ● A checkpoint is a consistent snapshot of Flink state taken while the / job keeps running.,chapter material or chapter divider,b10/ch07,Recover a consistent past,planned; implementation and coverage review pending
b10,Lession_10_Data_Engineering_Transformation_Layer_2_Stream.pdf,60,How Checkpoint Barriers Work / JobManager triggers Checkpoint N / periodically,chapter material or chapter divider,b10/ch07,Recover a consistent past,planned; implementation and coverage review pending
b10,Lession_10_Data_Engineering_Transformation_Layer_2_Stream.pdf,61,"Fault Recovery / When a failure happens, Flink restores the job from the latest completed checkpoint instead of / restarting from the beginning.",chapter material or chapter divider,b10/ch07,Recover a consistent past,planned; implementation and coverage review pending
b10,Lession_10_Data_Engineering_Transformation_Layer_2_Stream.pdf,62,Optimizatio / n / Techniques,chapter material or chapter divider,b10/ch08,Remove the handoffs that do no work,planned; implementation and coverage review pending
b10,Lession_10_Data_Engineering_Transformation_Layer_2_Stream.pdf,63,Categories of Optimization Techniques / Flink performance depends on / ● Watermark strategy affects latency and completeness.,chapter material or chapter divider,b10/ch08,Remove the handoffs that do no work,planned; implementation and coverage review pending
b10,Lession_10_Data_Engineering_Transformation_Layer_2_Stream.pdf,64,Operator Chaining / Operator chaining allows multiple compatible operators to run in the same task slot and / execution chain.,chapter material or chapter divider,b10/ch08,Remove the handoffs that do no work,planned; implementation and coverage review pending
b10,Lession_10_Data_Engineering_Transformation_Layer_2_Stream.pdf,65,"Without Operator Chaining / Without chaining, each operator runs separately and sends / records through buffers and network steps.",chapter material or chapter divider,b10/ch08,Remove the handoffs that do no work,planned; implementation and coverage review pending
b10,Lession_10_Data_Engineering_Transformation_Layer_2_Stream.pdf,66,"With Operator Chaining / With chaining, compatible operators can run in the same / execution chain.",chapter material or chapter divider,b10/ch08,Remove the handoffs that do no work,planned; implementation and coverage review pending
b10,Lession_10_Data_Engineering_Transformation_Layer_2_Stream.pdf,67,"When to Disable Chaining / Keep chaining on by default, and disable it only when you need better debugging, profiling, or / resource isolation.",chapter material or chapter divider,b10/ch08,Remove the handoffs that do no work,planned; implementation and coverage review pending
b10,Lession_10_Data_Engineering_Transformation_Layer_2_Stream.pdf,68,Backpressure / Backpressure occurs when downstream operators process data slower than upstream / producers.,chapter material or chapter divider,b10/ch09,The bottleneck pushes upstream,planned; implementation and coverage review pending
b10,Lession_10_Data_Engineering_Transformation_Layer_2_Stream.pdf,69,How Backpressure Propagates / Backpressure does not stay at one operator. It travels upstream through the pipeline. / We know how backpressure spreads.,chapter material or chapter divider,b10/ch09,The bottleneck pushes upstream,planned; implementation and coverage review pending
b10,Lession_10_Data_Engineering_Transformation_Layer_2_Stream.pdf,70,Detecting Backpressure / Detection via Flink Web UI: / Status Color Meaning Action,chapter material or chapter divider,b10/ch09,The bottleneck pushes upstream,planned; implementation and coverage review pending
b10,Lession_10_Data_Engineering_Transformation_Layer_2_Stream.pdf,71,Resolving Backpressure / Resolution in order of preference: / ● Scale out the slow operator: increase its parallelism independently (via set_parallelism()),chapter material or chapter divider,b10/ch09,The bottleneck pushes upstream,planned; implementation and coverage review pending
b10,Lession_10_Data_Engineering_Transformation_Layer_2_Stream.pdf,72,Deployment / Modes,chapter material or chapter divider,b10/ch10,Choose the failure boundary,planned; implementation and coverage review pending
b10,Lession_10_Data_Engineering_Transformation_Layer_2_Stream.pdf,73,Deployment Mode Types / Two major deployment modes exist. / Session Mode Application Mode,chapter material or chapter divider,b10/ch10,Choose the failure boundary,planned; implementation and coverage review pending
b10,Lession_10_Data_Engineering_Transformation_Layer_2_Stream.pdf,74,fullstackdatascience.com / References / • Stream Processing with Apache Flink,references,source-analysis.md,Original reference list retained in authoring audit,planned; implementation and coverage review pending
b10,Lession_10_Data_Engineering_Transformation_Layer_2_Stream.pdf,75,Thank you,closing,b10/summary,Closing page,planned; implementation and coverage review pending
b11,Lession_11_Data_Engineering_Consumption_Layer_2.pdf,1,Data Engineering / Consumption / Layer,cover,b11/hero,Source identity / course introduction,planned; implementation and coverage review pending
b11,Lession_11_Data_Engineering_Consumption_Layer_2.pdf,2,Learn / About / Data Warehouse 01/,agenda,b11/navigation,"Agenda, including named-only supplements",planned; implementation and coverage review pending
b11,Lession_11_Data_Engineering_Consumption_Layer_2.pdf,3,Data / Warehouse,chapter material or chapter divider,b11/ch01,A warehouse answers a different question,planned; implementation and coverage review pending
b11,Lession_11_Data_Engineering_Consumption_Layer_2.pdf,4,"What is a Data Warehouse? / ● A data warehouse is a central repository of cleaned, structured, and trusted data. / ● It integrates data from multiple sources into one place to create a single source of truth.",chapter material or chapter divider,b11/ch01,A warehouse answers a different question,planned; implementation and coverage review pending
b11,Lession_11_Data_Engineering_Consumption_Layer_2.pdf,5,How Data Gets into a Data Warehouse / Data / Sources Staging area,chapter material or chapter divider,b11/ch01,A warehouse answers a different question,planned; implementation and coverage review pending
b11,Lession_11_Data_Engineering_Consumption_Layer_2.pdf,6,Data / Modelling,chapter material or chapter divider,b11/ch01,A warehouse answers a different question,planned; implementation and coverage review pending
b11,Lession_11_Data_Engineering_Consumption_Layer_2.pdf,7,Two Approaches to Logical Modeling / Data can be organized in multiple ways at the logical level. The right choice depends on one / question: what will this database be used for?,chapter material or chapter divider,b11/ch01,A warehouse answers a different question,planned; implementation and coverage review pending
b11,Lession_11_Data_Engineering_Consumption_Layer_2.pdf,8,ER Modeling for OLTP / Designing databases for day-to-day operations / ER Modeling (Entity-Relationship Modeling) designs a database by identifying:,chapter material or chapter divider,b11/ch02,Separate entities without losing the order,planned; implementation and coverage review pending
b11,Lession_11_Data_Engineering_Consumption_Layer_2.pdf,9,"Normal Forms - The Path to 3NF / 1st Normal Form (1NF): Atomic Values / The rule: Each table cell must contain a single, indivisible value, and there must be no repeating groups",chapter material or chapter divider,b11/ch02,Separate entities without losing the order,planned; implementation and coverage review pending
b11,Lession_11_Data_Engineering_Consumption_Layer_2.pdf,10,2NF Example / 2nd Normal Form (2NF): No Partial Dependencies / ● The rule: 1NF + all non-key columns must depend on the entire primary key (applies to tables with,chapter material or chapter divider,b11/ch02,Separate entities without losing the order,planned; implementation and coverage review pending
b11,Lession_11_Data_Engineering_Consumption_Layer_2.pdf,11,3NF Example / Table after 2NF - / still violates 3NF:,chapter material or chapter divider,b11/ch02,Separate entities without losing the order,planned; implementation and coverage review pending
b11,Lession_11_Data_Engineering_Consumption_Layer_2.pdf,12,Before 3NF: One Big Order Table / Denormalized Table / order,chapter material or chapter divider,b11/ch02,Separate entities without losing the order,planned; implementation and coverage review pending
b11,Lession_11_Data_Engineering_Consumption_Layer_2.pdf,13,Apply 3NF / The big Order_Detail table mixes multiple business entities: / ● Order information,chapter material or chapter divider,b11/ch02,Separate entities without losing the order,planned; implementation and coverage review pending
b11,Lession_11_Data_Engineering_Consumption_Layer_2.pdf,14,After 3NF - Normalized Tables / customer_id customer_name customer_phone / C01 Anna 0901,chapter material or chapter divider,b11/ch02,Separate entities without losing the order,planned; implementation and coverage review pending
b11,Lession_11_Data_Engineering_Consumption_Layer_2.pdf,15,Why Analytics Needs a Different Model / What works for OLTP becomes expensive for reporting / Why ER modeling is good for OLTP,chapter material or chapter divider,b11/ch02,Separate entities without losing the order,planned; implementation and coverage review pending
b11,Lession_11_Data_Engineering_Consumption_Layer_2.pdf,16,"Dimension / Modeling / Fact, Dimension Tables02/",chapter material or chapter divider,b11/ch03,Declare what one row means,planned; implementation and coverage review pending
b11,Lession_11_Data_Engineering_Consumption_Layer_2.pdf,17,"Dimensional Modeling / Dimensional modeling organizes enterprise data into structures designed specifically for / high-performance analytical querying, rather than transactional processing.",chapter material or chapter divider,b11/ch03,Declare what one row means,planned; implementation and coverage review pending
b11,Lession_11_Data_Engineering_Consumption_Layer_2.pdf,18,"Role of Dimensional Modeling / In the Consumption Layer, dimensional models transform processed data into structures / optimized for analytics and decision-making.",chapter material or chapter divider,b11/ch03,Declare what one row means,planned; implementation and coverage review pending
b11,Lession_11_Data_Engineering_Consumption_Layer_2.pdf,19,Fact Tables / Fact table components: / ● Fact keys: Foreign keys referencing dimensions,chapter material or chapter divider,b11/ch03,Declare what one row means,planned; implementation and coverage review pending
b11,Lession_11_Data_Engineering_Consumption_Layer_2.pdf,20,Fact Tables / Characteristics: / ● Contains numeric metrics,chapter material or chapter divider,b11/ch03,Declare what one row means,planned; implementation and coverage review pending
b11,Lession_11_Data_Engineering_Consumption_Layer_2.pdf,21,"Fact Table Components / - Fact keys: Foreign keys referencing dimensions / - Measures: Numeric metrics, Additive or semi-additive.",chapter material or chapter divider,b11/ch03,Declare what one row means,planned; implementation and coverage review pending
b11,Lession_11_Data_Engineering_Consumption_Layer_2.pdf,22,Dimension Tables / Dimension table characteristics: / ● Smaller than fact tables,chapter material or chapter divider,b11/ch03,Declare what one row means,planned; implementation and coverage review pending
b11,Lession_11_Data_Engineering_Consumption_Layer_2.pdf,23,Star Schema / Advantages: / ● Simple structure,chapter material or chapter divider,b11/ch04,The shape changes the joins,planned; implementation and coverage review pending
b11,Lession_11_Data_Engineering_Consumption_Layer_2.pdf,24,"● At each dimension, it can be divided into multiple related tables (sub-dimensions), creating a / snowflake shape. / ● In a star schema, you might have one DIM_CUSTOMER table with all attributes: customer_id,",chapter material or chapter divider,b11/ch04,The shape changes the joins,planned; implementation and coverage review pending
b11,Lession_11_Data_Engineering_Consumption_Layer_2.pdf,25,Star Schema vs. Snowflake Schema / Star Schema Snowflake Schema / Structure Fact table connects directly to all dimension,chapter material or chapter divider,b11/ch04,The shape changes the joins,planned; implementation and coverage review pending
b11,Lession_11_Data_Engineering_Consumption_Layer_2.pdf,26,Slowly / Changing / Dimensions,chapter material or chapter divider,b11/ch05,A customer changes; history must choose,planned; implementation and coverage review pending
b11,Lession_11_Data_Engineering_Consumption_Layer_2.pdf,27,Slowly Changing Dimensions (SCD) / ● Slowly Changing Dimensions describe methods for managing / historical changes in dimension data.,chapter material or chapter divider,b11/ch05,A customer changes; history must choose,planned; implementation and coverage review pending
b11,Lession_11_Data_Engineering_Consumption_Layer_2.pdf,28,"● Type 0: Dimension is never updated (Change in data should not impact the dimension) / ○ Example: Peter Pan lives in the UK, so he normally pays in GBP, just a few times in / USD or VND. Due to that reason, the currency hardly changes.",chapter material or chapter divider,b11/ch05,A customer changes; history must choose,planned; implementation and coverage review pending
b11,Lession_11_Data_Engineering_Consumption_Layer_2.pdf,29,"● Type 1: Dimension is overwritten / ○ Example: Now, USD replaces GBP. / ○ Use case: Not much, since it deletes the data",chapter material or chapter divider,b11/ch05,A customer changes; history must choose,planned; implementation and coverage review pending
b11,Lession_11_Data_Engineering_Consumption_Layer_2.pdf,30,Primary Key Customer / Name / Currency Surrogate,chapter material or chapter divider,b11/ch05,A customer changes; history must choose,planned; implementation and coverage review pending
b11,Lession_11_Data_Engineering_Consumption_Layer_2.pdf,31,"● Type 3: Like Type 2, but adding columns instead of rows. This pattern also / reduces complexity by reducing some metadata columns such as “delete_flag” / Primary Key Customer Name Currency",chapter material or chapter divider,b11/ch05,A customer changes; history must choose,planned; implementation and coverage review pending
b11,Lession_11_Data_Engineering_Consumption_Layer_2.pdf,32,Current table: / Type 4 - Maintain A History Table / Primary Key Customer Name,chapter material or chapter divider,b11/ch05,A customer changes; history must choose,planned; implementation and coverage review pending
b11,Lession_11_Data_Engineering_Consumption_Layer_2.pdf,33,SCD Type 6: Type 1 + Type 2 + Type 3 / Surrogate / Key,chapter material or chapter divider,b11/ch05,A customer changes; history must choose,planned; implementation and coverage review pending
b11,Lession_11_Data_Engineering_Consumption_Layer_2.pdf,34,When to Use What? / Type Strategy History Kept? Use Cases / Type 1,chapter material or chapter divider,b11/ch05,A customer changes; history must choose,planned; implementation and coverage review pending
b11,Lession_11_Data_Engineering_Consumption_Layer_2.pdf,35,Data Vault,chapter material or chapter divider,b11/ch06,Keep business keys and history apart,planned; implementation and coverage review pending
b11,Lession_11_Data_Engineering_Consumption_Layer_2.pdf,36,"● Dimensional Modeling is excellent for analytics / consumption - but it requires clean, integrated data / to work well.",chapter material or chapter divider,b11/ch06,Keep business keys and history apart,planned; implementation and coverage review pending
b11,Lession_11_Data_Engineering_Consumption_Layer_2.pdf,37,Component Meaning Example / Hub / (business keys),chapter material or chapter divider,b11/ch06,Keep business keys and history apart,planned; implementation and coverage review pending
b11,Lession_11_Data_Engineering_Consumption_Layer_2.pdf,38,HUB_CUSTOMER / ● CUSTOMER_ID / ● LOAD_DATE,chapter material or chapter divider,b11/ch06,Keep business keys and history apart,planned; implementation and coverage review pending
b11,Lession_11_Data_Engineering_Consumption_Layer_2.pdf,39,Inmon vs / Kimball,chapter material or chapter divider,b11/ch07,Two routes toward shared business meaning,planned; implementation and coverage review pending
b11,Lession_11_Data_Engineering_Consumption_Layer_2.pdf,40,Two approaches have shaped how data warehouses are built. Understanding them helps you / make the right architectural decision. / Two Schools of Thought: Inmon vs Kimball,chapter material or chapter divider,b11/ch07,Two routes toward shared business meaning,planned; implementation and coverage review pending
b11,Lession_11_Data_Engineering_Consumption_Layer_2.pdf,41,The Modern Data Platform: Medallion Architecture / Batch / Streaming,chapter material or chapter divider,b11/ch07,Two routes toward shared business meaning,planned; implementation and coverage review pending
b11,Lession_11_Data_Engineering_Consumption_Layer_2.pdf,42,The Modern Data Platform: Medallion Architecture / Layer Role Modeling / Technique,chapter material or chapter divider,b11/ch07,Two routes toward shared business meaning,planned; implementation and coverage review pending
b11,Lession_11_Data_Engineering_Consumption_Layer_2.pdf,43,OLAP / Engines,chapter material or chapter divider,b11/ch08,Read columns to answer large questions,planned; implementation and coverage review pending
b11,Lession_11_Data_Engineering_Consumption_Layer_2.pdf,44,What Is an OLAP Engine? / ● OLAP (Online Analytical Processing): a query processing system optimized for / aggregation queries on large datasets.,chapter material or chapter divider,b11/ch08,Read columns to answer large questions,planned; implementation and coverage review pending
b11,Lession_11_Data_Engineering_Consumption_Layer_2.pdf,45,OLAP vs OLTP / OLTP OLAP / Full name Online Transaction Processing Online Analytical Processing,chapter material or chapter divider,b11/ch08,Read columns to answer large questions,planned; implementation and coverage review pending
b11,Lession_11_Data_Engineering_Consumption_Layer_2.pdf,46,"ClickHouse Overview / ● Open-source, high-performance columnar database for real-time analytics / ● Can process billions of rows per second",chapter material or chapter divider,b11/ch09,"Two engines, different serving priorities",planned; implementation and coverage review pending
b11,Lession_11_Data_Engineering_Consumption_Layer_2.pdf,47,ClickHouse Architecture / 4 components: / 1. Clickhouse Nodes,chapter material or chapter divider,b11/ch09,"Two engines, different serving priorities",planned; implementation and coverage review pending
b11,Lession_11_Data_Engineering_Consumption_Layer_2.pdf,48,ClickHouse Architecture / ClickHouse Nodes / ClickHouse Architecture,chapter material or chapter divider,b11/ch09,"Two engines, different serving priorities",planned; implementation and coverage review pending
b11,Lession_11_Data_Engineering_Consumption_Layer_2.pdf,49,ClickHouse Architecture / Columnar Storage / ClickHouse architecture,chapter material or chapter divider,b11/ch09,"Two engines, different serving priorities",planned; implementation and coverage review pending
b11,Lession_11_Data_Engineering_Consumption_Layer_2.pdf,50,ClickHouse Architecture / S3-Compatible Object Storage / ClickHouse architecture,chapter material or chapter divider,b11/ch09,"Two engines, different serving priorities",planned; implementation and coverage review pending
b11,Lession_11_Data_Engineering_Consumption_Layer_2.pdf,51,ClickHouse Architecture / ZooKeeper / ClickHouse architecture,chapter material or chapter divider,b11/ch09,"Two engines, different serving priorities",planned; implementation and coverage review pending
b11,Lession_11_Data_Engineering_Consumption_Layer_2.pdf,52,"Apache Pinot / ● Apache Pinot is an open-source, distributed, real-time OLAP datastore designed for ultra / low-latency analytics at high throughput",chapter material or chapter divider,b11/ch09,"Two engines, different serving priorities",planned; implementation and coverage review pending
b11,Lession_11_Data_Engineering_Consumption_Layer_2.pdf,53,Apache Pinot / Apache Pinot Table Types / Apache Pinot supports three logical table types to handle different data velocities:,chapter material or chapter divider,b11/ch09,"Two engines, different serving priorities",planned; implementation and coverage review pending
b11,Lession_11_Data_Engineering_Consumption_Layer_2.pdf,54,"ClickHouse vs Apache Pinot / ClickHouse Apache Pinot / Best for High-throughput batch analytics,",chapter material or chapter divider,b11/ch09,"Two engines, different serving priorities",planned; implementation and coverage review pending
b11,Lession_11_Data_Engineering_Consumption_Layer_2.pdf,55,Feature / Store,chapter material or chapter divider,b11/ch10,A model needs the past as it was,planned; implementation and coverage review pending
b11,Lession_11_Data_Engineering_Consumption_Layer_2.pdf,56,"Scenario: Is This Transaction a Fraud? / { / ""transaction_id"": ""txn_9f3a21c8"",",chapter material or chapter divider,b11/ch10,A model needs the past as it was,planned; implementation and coverage review pending
b11,Lession_11_Data_Engineering_Consumption_Layer_2.pdf,57,The Problem 1: Training-Serving Skew / ● Definition: The feature used to train the model is computed differently from the feature / used when the model runs in production,chapter material or chapter divider,b11/ch10,A model needs the past as it was,planned; implementation and coverage review pending
b11,Lession_11_Data_Engineering_Consumption_Layer_2.pdf,58,"The Problem 2: Duplicated Effort / Multiple teams at the same company need the same feature, but there is no central place to / discover or reuse it.",chapter material or chapter divider,b11/ch10,A model needs the past as it was,planned; implementation and coverage review pending
b11,Lession_11_Data_Engineering_Consumption_Layer_2.pdf,59,"What Is a Feature Store? / A Feature Store is a centralized system that manages feature computation, storage, and / retrieval - acting as the shared layer between data engineering and ML.",chapter material or chapter divider,b11/ch10,A model needs the past as it was,planned; implementation and coverage review pending
b11,Lession_11_Data_Engineering_Consumption_Layer_2.pdf,60,Core Concepts of a Feature Store / Concept What It Does Example / Ingestion Collect data from batch sources (data lakes) or,chapter material or chapter divider,b11/ch10,A model needs the past as it was,planned; implementation and coverage review pending
b11,Lession_11_Data_Engineering_Consumption_Layer_2.pdf,61,How Often Should Features Be Updated? / Not all features need to be equally fresh / The right update frequency depends on how fresh the features need to be and how much,chapter material or chapter divider,b11/ch10,A model needs the past as it was,planned; implementation and coverage review pending
b11,Lession_11_Data_Engineering_Consumption_Layer_2.pdf,62,"Before vs. After a Feature Store / Aspects Without Feature Store With Feature Store / Logic Re-written (SQL for training, Java",chapter material or chapter divider,b11/ch10,A model needs the past as it was,planned; implementation and coverage review pending
b11,Lession_11_Data_Engineering_Consumption_Layer_2.pdf,63,fullstackdatascience.com / References / • Designing Machine Learning Systems,references,source-analysis.md,Original reference list retained in authoring audit,planned; implementation and coverage review pending
b11,Lession_11_Data_Engineering_Consumption_Layer_2.pdf,64,Thank you,closing,b11/summary,Closing page,planned; implementation and coverage review pending
b12,Lession_12_Data_Engineering_Orchestration_Layer.pdf,1,EDAI-1-K9 / Data Engineering / Orchestration,cover,b12/hero,Source identity / course introduction,planned; implementation and coverage review pending
b12,Lession_12_Data_Engineering_Orchestration_Layer.pdf,2,Learn / About Pipeline Orchestration01/ / 02/ Cron Job,agenda,b12/navigation,"Agenda, including named-only supplements",planned; implementation and coverage review pending
b12,Lession_12_Data_Engineering_Orchestration_Layer.pdf,3,Pipeline / Orchestratio / n,chapter material or chapter divider,b12/ch01,Three correct clocks produce one wrong report,planned; implementation and coverage review pending
b12,Lession_12_Data_Engineering_Orchestration_Layer.pdf,4,A Typical Daily Data Pipeline / A simple data pipeline may contain three main steps: / 1. Extract data from source systems,chapter material or chapter divider,b12/ch01,Three correct clocks produce one wrong report,planned; implementation and coverage review pending
b12,Lession_12_Data_Engineering_Orchestration_Layer.pdf,5,The Naive Scheduling Approach / A common beginner solution: / ● 2:00 AM => Extract data,chapter material or chapter divider,b12/ch01,Three correct clocks produce one wrong report,planned; implementation and coverage review pending
b12,Lession_12_Data_Engineering_Orchestration_Layer.pdf,6,Failure Scenario: Delayed Upstream Task / When Time-Based Scheduling Breaks / Scenario:,chapter material or chapter divider,b12/ch01,Three correct clocks produce one wrong report,planned; implementation and coverage review pending
b12,Lession_12_Data_Engineering_Orchestration_Layer.pdf,7,The Core Problem: Coordination / Data pipelines need coordination across tasks. / A pipeline system must know:,chapter material or chapter divider,b12/ch01,Three correct clocks produce one wrong report,planned; implementation and coverage review pending
b12,Lession_12_Data_Engineering_Orchestration_Layer.pdf,8,"Pipeline Orchestration / Definition: / Pipeline Orchestration is the system responsible for coordinating, scheduling, and managing",chapter material or chapter divider,b12/ch01,Three correct clocks produce one wrong report,planned; implementation and coverage review pending
b12,Lession_12_Data_Engineering_Orchestration_Layer.pdf,9,Benefit 1: Dependency Management / Orchestration ensures tasks run in the correct order. / Extract Orders,chapter material or chapter divider,b12/ch01,Three correct clocks produce one wrong report,planned; implementation and coverage review pending
b12,Lession_12_Data_Engineering_Orchestration_Layer.pdf,10,Benefit 1: Dependency Management (cont) / Orchestration can run independent tasks at the same time. / Extract Customers,chapter material or chapter divider,b12/ch01,Three correct clocks produce one wrong report,planned; implementation and coverage review pending
b12,Lession_12_Data_Engineering_Orchestration_Layer.pdf,11,Benefit 2: Automated Scheduling & Triggering / Orchestration can start workflows automatically based on different trigger types. / Scheduling starts the workflow.,chapter material or chapter divider,b12/ch02,A run needs a memory and a recovery path,planned; implementation and coverage review pending
b12,Lession_12_Data_Engineering_Orchestration_Layer.pdf,12,Benefit 3: State Tracking / An orchestrator tracks the state of every task. / Common states:,chapter material or chapter divider,b12/ch02,A run needs a memory and a recovery path,planned; implementation and coverage review pending
b12,Lession_12_Data_Engineering_Orchestration_Layer.pdf,13,"Benefit 4: Failure Handling / When a task fails, orchestration can: / ● stop downstream tasks",chapter material or chapter divider,b12/ch02,A run needs a memory and a recovery path,planned; implementation and coverage review pending
b12,Lession_12_Data_Engineering_Orchestration_Layer.pdf,14,Benefit 5: Resource Coordination / Orchestration helps protect shared systems. / Example problem:,chapter material or chapter divider,b12/ch02,A run needs a memory and a recovery path,planned; implementation and coverage review pending
b12,Lession_12_Data_Engineering_Orchestration_Layer.pdf,15,Beyond The / Cron Job / 01/,chapter material or chapter divider,b12/ch03,A timer cannot judge readiness,planned; implementation and coverage review pending
